transaction_id,date,plant,vendor_name,line_item_description,amount_usd,category,under_contract
TXN-100155,2025-12-04,"Plant A - Stuttgart, DE",ToolWorks Ltd,"fastener assortment kit, box 349",4437.58,mro,False
TXN-100200,2026-05-28,"Plant D - Ohio, US",Export Crate Co,"foam insert packaging, batch 103",9490.58,packaging,False
TXN-100198,2026-08-06,"Plant B - Queretaro, MX",WrapTech Films,"foam insert packaging, batch 396",10827.06,packaging,False
TXN-100373,2026-07-09,"Plant D - Ohio, US",ServoDrive Solutions,servo motor assembly - robotic cell 870,15860.94,capex_components,True
TXN-100003,2025-10-18,"Plant B - Queretaro, MX",Global Metals Partners,"6mm HRC steel coil - grade S355, lot 31",71683.47,raw_materials,True
TXN-100205,2026-08-17,"Plant C - Haiphong, VN",WrapTech Films,"pallet wrap film 20mic, 647 rolls",7513.29,packaging,False
TXN-100116,2025-09-04,"Plant C - Haiphong, VN",ElectroParts MRO,"gasket set - pump housing, unit 489",3940.85,mro,False
TXN-100336,2025-10-23,"Plant A - Stuttgart, DE",IT Peripherals Supply,"janitorial services - monthly, invoice 568",456.59,indirect_facilities,False
TXN-100220,2025-09-26,"Plant D - Ohio, US",WrapTech Films,"shrink wrap pallets, 797 units",10281.15,packaging,False
TXN-100027,2026-01-29,"Plant D - Ohio, US",Nordic Steel Supply,"Bronze bar stock C93200, 115m",25371.62,raw_materials,True
TXN-100121,2026-04-25,"Plant B - Queretaro, MX",Industrial Supply Co,"gasket set - pump housing, unit 139",3662.36,mro,True
TXN-100291,2026-04-12,"Plant A - Stuttgart, DE",Security Systems Inc,"IT peripherals - keyboards/monitors, order 44",392.15,indirect_facilities,False
TXN-100225,2026-04-01,"Plant B - Queretaro, MX",CartonWorks,"wooden export crates, qty 335",3623.31,packaging,False
TXN-100299,2026-02-26,"Plant C - Haiphong, VN",Landscaping Solutions,"HVAC maintenance contract, visit 928",4124.21,indirect_facilities,True
TXN-100327,2025-10-22,"Plant A - Stuttgart, DE",HVAC Services Group,"janitorial services - monthly, invoice 865",3692.43,indirect_facilities,True
TXN-100128,2025-12-21,"Plant D - Ohio, US",FastFix MRO,"hydraulic hose assembly repair, qty 578",3894.18,mro,True
TXN-100075,2026-06-10,"Plant B - Queretaro, MX",Precision Fasteners Inc,"air filter cartridge, qty 597",3224.83,mro,False
TXN-100306,2026-02-03,"Plant C - Haiphong, VN",Office Essentials Co,"security system monitoring, period 647",6347.87,indirect_facilities,False
TXN-100030,2026-03-11,"Plant B - Queretaro, MX",Pan-Asia Metals Co,"Copper wire rod 8mm, spool 157",12041.19,raw_materials,True
TXN-100084,2026-02-16,"Plant C - Haiphong, VN",Bearings Direct,"drive belt V-type, 409 pack",426.48,mro,True
TXN-100356,2025-09-23,"Plant C - Haiphong, VN",RoboCell Integrators,"PLC controller upgrade kit, batch 137",78878.22,capex_components,False
TXN-100108,2025-11-21,"Plant D - Ohio, US",ElectroParts MRO,"fastener assortment kit, box 919",3436.65,mro,False
TXN-100249,2026-06-04,"Plant C - Haiphong, VN",TransGlobal Freight,inbound trucking - interplant transfer 134,36650.3,logistics_freight,True
TXN-100238,2026-03-18,"Plant D - Ohio, US",TransGlobal Freight,"warehousing & handling, invoice 139",1802.12,logistics_freight,True
TXN-100134,2026-05-31,"Plant D - Ohio, US",Filtration Direct,bearing replacement kit - conveyor line 356,1618.63,mro,True
TXN-100185,2026-01-01,"Plant B - Queretaro, MX",CartonWorks,"shrink wrap pallets, 624 units",3540.53,packaging,False
TXN-100276,2026-02-06,"Plant C - Haiphong, VN",TransGlobal Freight,"customs clearance fee, shipment 720",19506.25,logistics_freight,True
TXN-100045,2026-08-01,"Plant A - Stuttgart, DE",Alloy Dynamics GmbH,"6mm HRC steel coil - grade S355, lot 690",30513.86,raw_materials,True
TXN-100379,2026-03-18,"Plant A - Stuttgart, DE",RoboCell Integrators,"linear actuator system, qty 531",98663.88,capex_components,False
TXN-100066,2026-06-11,"Plant C - Haiphong, VN",Global Metals Partners,"6mm HRC steel coil - grade S355, lot 684",55214.56,raw_materials,True
TXN-100282,2026-08-05,"Plant D - Ohio, US",IT Peripherals Supply,"janitorial services - monthly, invoice 454",2329.37,indirect_facilities,False
TXN-100086,2025-09-15,"Plant A - Stuttgart, DE",Belt & Chain Co,"air filter cartridge, qty 962",1564.55,mro,True
TXN-100187,2025-10-31,"Plant B - Queretaro, MX",CartonWorks,corrugated shipping cartons - 473x18x12in,9916.33,packaging,False
TXN-100071,2026-07-22,"Plant D - Ohio, US",Gasket & Seal Supply,bearing replacement kit - conveyor line 95,3509.26,mro,False
TXN-100160,2026-06-29,"Plant D - Ohio, US",ToolWorks Ltd,"fastener assortment kit, box 305",3317.74,mro,False
TXN-100013,2026-03-09,"Plant C - Haiphong, VN",Global Metals Partners,"Bronze bar stock C93200, 167m",80422.51,raw_materials,True
TXN-100036,2026-02-07,"Plant D - Ohio, US",Meridian Raw Materials,"Copper wire rod 8mm, spool 731",78330.57,raw_materials,False
TXN-100029,2026-07-18,"Plant C - Haiphong, VN",Alloy Dynamics GmbH,"Aluminum billet 7075-T6, 892kg lot",59540.07,raw_materials,True
TXN-100171,2026-04-10,"Plant C - Haiphong, VN",ToolWorks Ltd,bearing replacement kit - conveyor line 911,3097.4,mro,False
TXN-100143,2025-09-06,"Plant B - Queretaro, MX",SafetyFirst Equipment,"lubricant - industrial grade, 570L drum",2313.03,mro,True
TXN-100302,2025-11-30,"Plant D - Ohio, US",Catering Services Co,"IT peripherals - keyboards/monitors, order 78",3547.53,indirect_facilities,True
TXN-100362,2026-03-02,"Plant A - Stuttgart, DE",Precision Motion Systems,servo motor assembly - robotic cell 293,78978.15,capex_components,True
TXN-100151,2025-12-09,"Plant C - Haiphong, VN",SafetyFirst Equipment,"lubricant - industrial grade, 103L drum",4100.96,mro,True
TXN-100229,2025-12-25,"Plant D - Ohio, US",LastMile Logistics,inbound trucking - interplant transfer 773,33994.93,logistics_freight,True
TXN-100222,2026-01-07,"Plant B - Queretaro, MX",CartonWorks,"pallet wrap film 20mic, 636 rolls",7078.72,packaging,False
TXN-100132,2026-07-01,"Plant B - Queretaro, MX",HydroTech Parts,"drive belt V-type, 78 pack",1116.17,mro,True
TXN-100096,2026-01-25,"Plant B - Queretaro, MX",HydroTech Parts,bearing replacement kit - conveyor line 312,2298.01,mro,True
TXN-100354,2025-09-09,"Plant C - Haiphong, VN",ServoDrive Solutions,"PLC controller upgrade kit, batch 766",23737.46,capex_components,True
TXN-100052,2026-04-21,"Plant C - Haiphong, VN",Alloy Dynamics GmbH,"Titanium plate grade 5, batch 272",75436.56,raw_materials,True
TXN-100241,2026-01-22,"Plant A - Stuttgart, DE",AirCargo Express,"warehousing & handling, invoice 418",35791.01,logistics_freight,True
TXN-100284,2026-04-09,"Plant A - Stuttgart, DE",Catering Services Co,"office supplies restock, order 354",792.09,indirect_facilities,True
TXN-100289,2026-08-27,"Plant B - Queretaro, MX",HVAC Services Group,"security system monitoring, period 546",2005.21,indirect_facilities,True
TXN-100179,2026-02-13,"Plant A - Stuttgart, DE",ToolWorks Ltd,"air filter cartridge, qty 259",4224.78,mro,False
TXN-100042,2025-11-07,"Plant D - Ohio, US",Global Metals Partners,"Copper wire rod 8mm, spool 553",51080.39,raw_materials,True
TXN-100367,2025-12-02,"Plant C - Haiphong, VN",Precision Motion Systems,"industrial robot arm - refurbished, unit 843",115536.91,capex_components,True
TXN-100207,2025-10-22,"Plant D - Ohio, US",Export Crate Co,"shrink wrap pallets, 894 units",1756.78,packaging,False
TXN-100255,2026-02-02,"Plant D - Ohio, US",RegionalTruck Co,"freight forwarding fee, shipment 534",7188.18,logistics_freight,True
TXN-100315,2026-03-29,"Plant C - Haiphong, VN",Janitorial Partners,"janitorial services - monthly, invoice 397",5466.67,indirect_facilities,False
TXN-100005,2025-09-04,"Plant B - Queretaro, MX",SteelCore Industries,"Stainless steel sheet 304, 829 units",21573.62,raw_materials,True
TXN-100257,2026-08-31,"Plant D - Ohio, US",OceanLink Shipping,"ocean freight - container FCL, lot 503",35631.34,logistics_freight,False
TXN-100340,2025-10-12,"Plant C - Haiphong, VN",Landscaping Solutions,"HVAC maintenance contract, visit 396",816.36,indirect_facilities,True
TXN-100101,2025-10-08,"Plant D - Ohio, US",Bearings Direct,"fastener assortment kit, box 626",286.72,mro,True
TXN-100227,2026-05-05,"Plant C - Haiphong, VN",AirCargo Express,"customs clearance fee, shipment 936",36998.69,logistics_freight,True
TXN-100325,2025-12-19,"Plant C - Haiphong, VN",Janitorial Partners,"HVAC maintenance contract, visit 974",6215.65,indirect_facilities,False
TXN-100214,2026-01-26,"Plant B - Queretaro, MX",FoamPack Industries,"foam insert packaging, batch 923",3156.67,packaging,False
TXN-100172,2025-12-27,"Plant A - Stuttgart, DE",Grainger-type Supply,bearing replacement kit - conveyor line 94,222.16,mro,True
TXN-100099,2025-12-30,"Plant C - Haiphong, VN",SafetyFirst Equipment,"air filter cartridge, qty 96",260.57,mro,True
TXN-100216,2026-02-02,"Plant B - Queretaro, MX",WrapTech Films,"foam insert packaging, batch 866",3304.64,packaging,False
TXN-100062,2026-04-23,"Plant A - Stuttgart, DE",Alloy Dynamics GmbH,"Aluminum billet 7075-T6, 10kg lot",31607.37,raw_materials,True
TXN-100048,2025-10-09,"Plant D - Ohio, US",SteelCore Industries,"Copper wire rod 8mm, spool 896",53245.92,raw_materials,True
TXN-100033,2026-05-07,"Plant A - Stuttgart, DE",SteelCore Industries,"Aluminum billet 7075-T6, 88kg lot",13659.49,raw_materials,True
TXN-100268,2026-02-16,"Plant A - Stuttgart, DE",OceanLink Shipping,"warehousing & handling, invoice 576",26962.16,logistics_freight,False
TXN-100201,2026-08-02,"Plant B - Queretaro, MX",CartonWorks,"pallet wrap film 20mic, 420 rolls",7919.16,packaging,False
TXN-100338,2025-12-23,"Plant D - Ohio, US",Waste Management Ltd,"office supplies restock, order 970",4633.04,indirect_facilities,True
TXN-100028,2026-01-13,"Plant B - Queretaro, MX",SteelCore Industries,"6mm HRC steel coil - grade S355, lot 977",52738.4,raw_materials,True
TXN-100305,2025-11-17,"Plant D - Ohio, US",Waste Management Ltd,"IT peripherals - keyboards/monitors, order 324",4774.38,indirect_facilities,True
TXN-100231,2026-04-21,"Plant C - Haiphong, VN",TransGlobal Freight,"warehousing & handling, invoice 127",30387.5,logistics_freight,True
TXN-100261,2026-08-26,"Plant A - Stuttgart, DE",OceanLink Shipping,"air freight - expedited, ref 102",23716.77,logistics_freight,False
TXN-100163,2025-09-02,"Plant D - Ohio, US",Bearings Direct,"hydraulic hose assembly repair, qty 161",2905.85,mro,True
TXN-100323,2026-05-28,"Plant A - Stuttgart, DE",IT Peripherals Supply,"IT peripherals - keyboards/monitors, order 702",4359.24,indirect_facilities,False
TXN-100139,2026-01-04,"Plant A - Stuttgart, DE",ToolWorks Ltd,"lubricant - industrial grade, 331L drum",1731.79,mro,False
TXN-100063,2026-01-14,"Plant B - Queretaro, MX",SteelCore Industries,"Copper wire rod 8mm, spool 519",80100.16,raw_materials,True
TXN-100136,2026-05-09,"Plant A - Stuttgart, DE",Industrial Supply Co,"gasket set - pump housing, unit 843",1555.93,mro,True
TXN-100129,2026-07-08,"Plant A - Stuttgart, DE",Lubricant Solutions,"air filter cartridge, qty 172",180.24,mro,False
TXN-100009,2026-03-13,"Plant A - Stuttgart, DE",Nordic Steel Supply,"Aluminum billet 7075-T6, 997kg lot",60297.01,raw_materials,True
TXN-100065,2026-06-06,"Plant C - Haiphong, VN",SteelCore Industries,"Zinc alloy ingots, lot 854",32441.3,raw_materials,True
TXN-100015,2026-01-04,"Plant B - Queretaro, MX",Global Metals Partners,Cast iron ingots - batch 547,23818.77,raw_materials,True
TXN-100157,2025-11-16,"Plant C - Haiphong, VN",Precision Fasteners Inc,bearing replacement kit - conveyor line 156,3073.79,mro,False
TXN-100041,2025-12-31,"Plant C - Haiphong, VN",Pan-Asia Metals Co,"Aluminum billet 7075-T6, 527kg lot",18617.33,raw_materials,True
TXN-100348,2026-06-02,"Plant A - Stuttgart, DE",Precision Motion Systems,"linear actuator system, qty 612",10209.96,capex_components,True
TXN-100339,2025-09-28,"Plant D - Ohio, US",Print & Signage Co,"office supplies restock, order 425",3187.3,indirect_facilities,True
TXN-100217,2025-12-31,"Plant D - Ohio, US",FoamPack Industries,"foam insert packaging, batch 110",4309.56,packaging,False
TXN-100280,2026-02-14,"Plant A - Stuttgart, DE",TransGlobal Freight,"customs clearance fee, shipment 320",30423.91,logistics_freight,True
TXN-100328,2026-07-03,"Plant D - Ohio, US",IT Peripherals Supply,"landscaping services, contract 135",4053.84,indirect_facilities,False
TXN-100237,2026-05-11,"Plant A - Stuttgart, DE",TransGlobal Freight,"ocean freight - container FCL, lot 312",11316.65,logistics_freight,True
TXN-100208,2025-09-15,"Plant A - Stuttgart, DE",CartonWorks,"wooden export crates, qty 926",8163.92,packaging,False
TXN-100213,2026-08-08,"Plant A - Stuttgart, DE",WrapTech Films,"foam insert packaging, batch 262",8032.36,packaging,False
TXN-100296,2026-04-12,"Plant D - Ohio, US",Office Essentials Co,"office supplies restock, order 250",3490.13,indirect_facilities,False
TXN-100346,2026-02-02,"Plant A - Stuttgart, DE",Precision Motion Systems,"PLC controller upgrade kit, batch 244",75822.76,capex_components,True
TXN-100252,2026-04-04,"Plant A - Stuttgart, DE",TransGlobal Freight,"ocean freight - container FCL, lot 130",15187.13,logistics_freight,True
TXN-100371,2026-07-25,"Plant A - Stuttgart, DE",RoboCell Integrators,"linear actuator system, qty 282",16589.47,capex_components,False
TXN-100347,2026-07-16,"Plant D - Ohio, US",Precision Motion Systems,"linear actuator system, qty 655",78035.77,capex_components,True
TXN-100304,2026-07-23,"Plant C - Haiphong, VN",IT Peripherals Supply,"landscaping services, contract 659",4215.81,indirect_facilities,False
TXN-100270,2026-02-28,"Plant A - Stuttgart, DE",LastMile Logistics,"warehousing & handling, invoice 320",11792.26,logistics_freight,True
TXN-100202,2026-07-17,"Plant D - Ohio, US",CartonWorks,"wooden export crates, qty 347",1559.2,packaging,False
TXN-100162,2025-10-12,"Plant B - Queretaro, MX",Grainger-type Supply,"lubricant - industrial grade, 677L drum",2900.53,mro,True
TXN-100044,2026-04-05,"Plant D - Ohio, US",SteelCore Industries,"Titanium plate grade 5, batch 363",87110.87,raw_materials,True
TXN-100218,2026-08-25,"Plant C - Haiphong, VN",WrapTech Films,"strapping bands - PET, 303kg spool",9110.0,packaging,False
TXN-100191,2026-04-01,"Plant C - Haiphong, VN",Export Crate Co,"wooden export crates, qty 792",1661.37,packaging,False
TXN-100310,2025-09-22,"Plant D - Ohio, US",Security Systems Inc,"landscaping services, contract 978",1906.24,indirect_facilities,False
TXN-100260,2026-01-29,"Plant D - Ohio, US",TransGlobal Freight,"warehousing & handling, invoice 544",4505.25,logistics_freight,True
TXN-100106,2025-11-08,"Plant D - Ohio, US",Local Hardware Depot,"hydraulic hose assembly repair, qty 468",1234.42,mro,False
TXN-100054,2026-06-05,"Plant A - Stuttgart, DE",SteelCore Industries,"6mm HRC steel coil - grade S355, lot 594",85849.98,raw_materials,True
TXN-100002,2026-06-07,"Plant A - Stuttgart, DE",SteelCore Industries,"Aluminum billet 7075-T6, 693kg lot",90712.14,raw_materials,True
TXN-100050,2026-03-28,"Plant D - Ohio, US",Meridian Raw Materials,"Copper wire rod 8mm, spool 171",24082.34,raw_materials,False
TXN-100081,2025-11-21,"Plant A - Stuttgart, DE",Filtration Direct,"drive belt V-type, 274 pack",3904.5,mro,True
TXN-100206,2026-04-11,"Plant A - Stuttgart, DE",FoamPack Industries,"shrink wrap pallets, 93 units",704.85,packaging,False
TXN-100035,2026-05-29,"Plant D - Ohio, US",Continental Alloys,Cast iron ingots - batch 272,92009.99,raw_materials,True
TXN-100264,2026-02-08,"Plant D - Ohio, US",OceanLink Shipping,"freight forwarding fee, shipment 98",20130.03,logistics_freight,False
TXN-100092,2026-02-01,"Plant C - Haiphong, VN",Grainger-type Supply,"hydraulic hose assembly repair, qty 738",3252.61,mro,True
TXN-100053,2025-12-07,"Plant C - Haiphong, VN",Alloy Dynamics GmbH,"Zinc alloy ingots, lot 159",89736.41,raw_materials,True
TXN-100265,2025-11-18,"Plant D - Ohio, US",TransGlobal Freight,"customs clearance fee, shipment 384",33450.54,logistics_freight,True
TXN-100242,2026-04-16,"Plant B - Queretaro, MX",RegionalTruck Co,inbound trucking - interplant transfer 455,36290.75,logistics_freight,True
TXN-100014,2026-08-16,"Plant A - Stuttgart, DE",SteelCore Industries,"Stainless steel sheet 304, 719 units",26473.5,raw_materials,True
TXN-100316,2026-07-21,"Plant C - Haiphong, VN",IT Peripherals Supply,"office supplies restock, order 809",4584.64,indirect_facilities,False
TXN-100089,2026-06-23,"Plant B - Queretaro, MX",Grainger-type Supply,"hydraulic hose assembly repair, qty 395",4009.38,mro,True
TXN-100274,2026-08-12,"Plant A - Stuttgart, DE",AirCargo Express,"warehousing & handling, invoice 629",34781.22,logistics_freight,True
TXN-100167,2025-11-16,"Plant C - Haiphong, VN",ToolWorks Ltd,"drive belt V-type, 664 pack",1545.39,mro,False
TXN-100329,2026-08-21,"Plant B - Queretaro, MX",HVAC Services Group,"HVAC maintenance contract, visit 852",2843.48,indirect_facilities,True
TXN-100374,2026-07-28,"Plant C - Haiphong, VN",Precision Motion Systems,"CNC spindle unit - replacement, unit 242",83545.78,capex_components,True
TXN-100135,2026-07-29,"Plant C - Haiphong, VN",Belt & Chain Co,"hydraulic hose assembly repair, qty 519",4251.66,mro,True
TXN-100307,2025-10-08,"Plant C - Haiphong, VN",Landscaping Solutions,"janitorial services - monthly, invoice 520",3452.69,indirect_facilities,True
TXN-100365,2026-08-21,"Plant D - Ohio, US",AutomationTech GmbH,servo motor assembly - robotic cell 509,113268.45,capex_components,False
TXN-100320,2026-08-06,"Plant D - Ohio, US",Janitorial Partners,"IT peripherals - keyboards/monitors, order 716",1776.53,indirect_facilities,False
TXN-100244,2025-11-02,"Plant D - Ohio, US",TransGlobal Freight,"customs clearance fee, shipment 195",14632.89,logistics_freight,True
TXN-100055,2026-06-27,"Plant D - Ohio, US",Nordic Steel Supply,"6mm HRC steel coil - grade S355, lot 52",60017.3,raw_materials,True
TXN-100051,2025-10-01,"Plant B - Queretaro, MX",Alloy Dynamics GmbH,"Titanium plate grade 5, batch 925",92353.86,raw_materials,True
TXN-100175,2026-05-10,"Plant A - Stuttgart, DE",Conveyor Components Co,"gasket set - pump housing, unit 651",2956.5,mro,True
TXN-100190,2026-07-04,"Plant B - Queretaro, MX",WrapTech Films,"foam insert packaging, batch 196",3357.12,packaging,False
TXN-100378,2025-10-29,"Plant A - Stuttgart, DE",RoboCell Integrators,servo motor assembly - robotic cell 984,7676.27,capex_components,False
TXN-100188,2026-05-19,"Plant C - Haiphong, VN",PalletPro Solutions,"shrink wrap pallets, 299 units",6929.29,packaging,False
TXN-100170,2026-01-18,"Plant D - Ohio, US",Belt & Chain Co,"gasket set - pump housing, unit 966",2720.38,mro,True
TXN-100059,2026-06-26,"Plant C - Haiphong, VN",Global Metals Partners,"Titanium plate grade 5, batch 674",11934.77,raw_materials,True
TXN-100049,2026-07-31,"Plant A - Stuttgart, DE",Pan-Asia Metals Co,"Aluminum billet 7075-T6, 52kg lot",55563.79,raw_materials,True
TXN-100345,2026-07-09,"Plant D - Ohio, US",HVAC Services Group,"HVAC maintenance contract, visit 562",2710.58,indirect_facilities,True
TXN-100236,2026-03-29,"Plant A - Stuttgart, DE",CustomsBroker Partners,"customs clearance fee, shipment 665",27702.97,logistics_freight,True
TXN-100253,2026-03-05,"Plant A - Stuttgart, DE",RegionalTruck Co,"air freight - expedited, ref 460",32477.17,logistics_freight,True
TXN-100022,2026-05-11,"Plant A - Stuttgart, DE",Alloy Dynamics GmbH,Cast iron ingots - batch 522,20135.97,raw_materials,True
TXN-100314,2026-04-13,"Plant B - Queretaro, MX",Office Essentials Co,"IT peripherals - keyboards/monitors, order 449",6264.69,indirect_facilities,False
TXN-100161,2025-10-21,"Plant B - Queretaro, MX",SafetyFirst Equipment,bearing replacement kit - conveyor line 625,1749.86,mro,True
TXN-100277,2025-11-13,"Plant D - Ohio, US",TransGlobal Freight,inbound trucking - interplant transfer 891,30516.75,logistics_freight,True
TXN-100192,2025-09-02,"Plant C - Haiphong, VN",FoamPack Industries,"strapping bands - PET, 274kg spool",10828.26,packaging,False
TXN-100294,2026-02-14,"Plant B - Queretaro, MX",Office Essentials Co,"office supplies restock, order 990",2469.2,indirect_facilities,False
TXN-100344,2025-10-11,"Plant A - Stuttgart, DE",Security Systems Inc,"office supplies restock, order 928",2933.27,indirect_facilities,False
TXN-100258,2026-07-09,"Plant B - Queretaro, MX",TransGlobal Freight,"ocean freight - container FCL, lot 330",26722.71,logistics_freight,True
TXN-100309,2026-07-02,"Plant D - Ohio, US",Office Essentials Co,"office supplies restock, order 630",5209.67,indirect_facilities,False
TXN-100150,2025-12-20,"Plant D - Ohio, US",SafetyFirst Equipment,"safety gloves - nitrile, case of 197",1362.11,mro,True
TXN-100131,2026-08-13,"Plant D - Ohio, US",Grainger-type Supply,"lubricant - industrial grade, 590L drum",1965.74,mro,True
TXN-100152,2025-09-08,"Plant B - Queretaro, MX",Bearings Direct,"safety gloves - nitrile, case of 310",1192.09,mro,True
TXN-100360,2025-09-22,"Plant C - Haiphong, VN",Precision Motion Systems,servo motor assembly - robotic cell 908,71179.53,capex_components,True
TXN-100100,2025-09-13,"Plant A - Stuttgart, DE",Bearings Direct,"drive belt V-type, 151 pack",619.33,mro,True
TXN-100088,2026-02-08,"Plant D - Ohio, US",Industrial Supply Co,"gasket set - pump housing, unit 354",2923.38,mro,True
TXN-100331,2026-04-18,"Plant B - Queretaro, MX",Local Electrician Services,"landscaping services, contract 292",2442.63,indirect_facilities,False
TXN-100215,2026-02-01,"Plant D - Ohio, US",CartonWorks,"wooden export crates, qty 602",8718.84,packaging,False
TXN-100122,2025-12-18,"Plant D - Ohio, US",Industrial Supply Co,"gasket set - pump housing, unit 336",4048.0,mro,True
TXN-100380,2026-04-17,"Plant B - Queretaro, MX",Precision Motion Systems,"PLC controller upgrade kit, batch 721",37413.3,capex_components,True
TXN-100021,2026-06-26,"Plant D - Ohio, US",Nordic Steel Supply,"Titanium plate grade 5, batch 920",61231.2,raw_materials,True
TXN-100189,2026-01-03,"Plant D - Ohio, US",PalletPro Solutions,"foam insert packaging, batch 484",6638.02,packaging,False
TXN-100072,2026-02-18,"Plant B - Queretaro, MX",ElectroParts MRO,bearing replacement kit - conveyor line 4,1014.41,mro,False
TXN-100107,2026-04-15,"Plant D - Ohio, US",Belt & Chain Co,"air filter cartridge, qty 973",1935.17,mro,True
TXN-100271,2026-08-03,"Plant D - Ohio, US",OceanLink Shipping,inbound trucking - interplant transfer 159,30927.3,logistics_freight,False
TXN-100349,2025-11-13,"Plant C - Haiphong, VN",RoboCell Integrators,"industrial robot arm - refurbished, unit 248",48080.45,capex_components,False
TXN-100103,2026-08-02,"Plant A - Stuttgart, DE",Precision Fasteners Inc,"drive belt V-type, 152 pack",1517.45,mro,False
